N,Identifier,dist(asec),prob. member,link ref,Mag U,Mag B,Mag V,Mag R,"#ref 
1850 - 2019"
347,2MASS J00425140+4115408,84.14,100,2010MNRAS.402..803P,19.82,18.67,17.78,17.244,25
348,2MASS J00425140+4115408,84.14,100,2012ApJ...752...95J,19.82,18.67,17.78,17.244,25
349,2MASS J00425140+4115408,84.14,100,2016ApJ...824...42C,19.82,18.67,17.78,17.244,25
2406,2MASS J00425141+4126344,631.95,60,2008A&A...480..599S,,,,,4
1865,2MASS J00425160+4123296,449.72,0,2009AJ....137...94C,17.03,18.16,17.79,,19
1866,2MASS J00425160+4123296,449.72,100,2010MNRAS.402..803P,17.03,18.16,17.79,,19
4250,2MASS J00425249+4142151,1570.28,75,2009ApJ...703..420M,,21.133,19.371,18.441,4
4256,2MASS J00425393+4132452,1003.53,0,2009ApJ...703..441D,,18.19,17.55,,2
4262,2MASS J00425574+4123001,432.34,100,2009ApJ...703..420M,,21.734,19.814,18.56,4
9565,2MASS J00425597+4048570,1635.65,100,2009ApJ...703..420M,21.913,21.869,19.855,18.581,3
2574,2MASS J00425611+4045286,1843.65,0,2009ApJ...703..441D,,15.45,14.99,,3
4266,2MASS J00425615+4133411,1062.08,90,2003AJ....126..175B,,20.77,19.54,,2
1066,2MASS J00425640+4118221,191.54,0,2009AJ....137...94C,,19.01,17.62,,9
2353,2MASS J00425965+4119192,258.06,100,2007PASP..119....7K,17.78,17.14,15.98,15.48,78
2354,2MASS J00425965+4119192,258.06,100,2008A&A...480..599S,17.78,17.14,15.98,15.48,78
2355,2MASS J00425965+4119192,258.06,100,2009AJ....137...94C,17.78,17.14,15.98,15.48,78
2356,2MASS J00425965+4119192,258.06,100,2010MNRAS.402..803P,17.78,17.14,15.98,15.48,78
2357,2MASS J00425965+4119192,258.06,100,2016ApJ...824...42C,17.78,17.14,15.98,15.48,78
2408,2MASS J00425986+4116055,175.14,100,2008A&A...480..599S,18.47,16.86,16.79,15.94,57
2409,2MASS J00425986+4116055,175.14,100,2009AJ....137...94C,18.47,16.86,16.79,15.94,57
2410,2MASS J00425986+4116055,175.14,100,2010MNRAS.402..803P,18.47,16.86,16.79,15.94,57
2411,2MASS J00425986+4116055,175.14,100,2012ApJ...752...95J,18.47,16.86,16.79,15.94,57
2412,2MASS J00425986+4116055,175.14,100,2016ApJ...824...42C,18.47,16.86,16.79,15.94,57
2588,2MASS J00430066+4103067,802.2,0,2009ApJ...703..441D,,14.057,13.759,13.504,6
1778,2MASS J00430078+4117466,210.13,0,2009ApJ...703..441D,,17.18,16.51,,2
2575,2MASS J00430094+4049303,1608.14,0,2009ApJ...703..441D,,15.78,14.89,,3
307,2MASS J00430119+4116101,190.4,100,2009AJ....137...94C,19.12,,17.37,,19
308,2MASS J00430119+4116101,190.4,100,2010MNRAS.402..803P,19.12,,17.37,,19
309,2MASS J00430119+4116101,190.4,100,2012ApJ...752...95J,19.12,,17.37,,19
310,2MASS J00430119+4116101,190.4,100,2016ApJ...824...42C,19.12,,17.37,,19
2374,2MASS J00430144+4130171,871.27,100,2008A&A...480..599S,,,,,12
2375,2MASS J00430144+4130171,871.27,100,2009A&A...495..733S,,,,,12
1788,2MASS J00430179+4116064,196.94,100,2012ApJ...752...95J,20.18,20,,,3
1789,2MASS J00430179+4116064,196.94,100,2016ApJ...824...42C,20.18,20,,,3
4280,2MASS J00430267+4143037,1629.4,75,2009ApJ...703..420M,,21.123,18.925,17.849,4
2383,2MASS J00430292+4115225,214.4,100,2008A&A...480..599S,18.34,18.44,16.99,16.06,55
2384,2MASS J00430292+4115225,214.4,100,2009AJ....137...94C,18.34,18.44,16.99,16.06,55
2385,2MASS J00430292+4115225,214.4,100,2010MNRAS.402..803P,18.34,18.44,16.99,16.06,55
2386,2MASS J00430292+4115225,214.4,100,2012ApJ...752...95J,18.34,18.44,16.99,16.06,55
2387,2MASS J00430292+4115225,214.4,100,2016ApJ...824...42C,18.34,18.44,16.99,16.06,55
149,2MASS J00430330+4121215,379.9,0,2008A&A...480..599S,17.57,16.64,15.71,,67
150,2MASS J00430330+4121215,379.9,100,2009AJ....137...94C,17.57,16.64,15.71,,67
151,2MASS J00430330+4121215,379.9,100,2010MNRAS.402..803P,17.57,16.64,15.71,,67
152,2MASS J00430330+4121215,379.9,100,2016ApJ...824...42C,17.57,16.64,15.71,,67
2414,2MASS J00430386+4118047,249.44,100,2007PASP..119....7K,16.8,16.82,15.77,15.4,77
2415,2MASS J00430386+4118047,249.44,100,2008A&A...480..599S,16.8,16.82,15.77,15.4,77
2416,2MASS J00430386+4118047,249.44,100,2009AJ....137...94C,16.8,16.82,15.77,15.4,77
2417,2MASS J00430386+4118047,249.44,100,2010MNRAS.402..803P,16.8,16.82,15.77,15.4,77
2418,2MASS J00430386+4118047,249.44,100,2012ApJ...752...95J,16.8,16.82,15.77,15.4,77
2419,2MASS J00430386+4118047,249.44,100,2016ApJ...824...42C,16.8,16.82,15.77,15.4,77
1749,2MASS J00430576+4107423,560.03,75,2009ApJ...703..420M,21.842,21.217,18.901,17.624,6
4288,2MASS J00430659+4138061,1342.26,75,2009ApJ...703..420M,,22.381,19.906,18.251,4
1783,2MASS J00430672+4115130,258.32,0,2009ApJ...703..441D,,17.14,16.19,,2
153,2MASS J00430751+4120194,363.03,60,2008A&A...480..599S,18.31,17.9,16.62,16.3,42
154,2MASS J00430751+4120194,363.03,100,2009AJ....137...94C,18.31,17.9,16.62,16.3,42
155,2MASS J00430751+4120194,363.03,100,2010MNRAS.402..803P,18.31,17.9,16.62,16.3,42
156,2MASS J00430751+4120194,363.03,100,2016ApJ...824...42C,18.31,17.9,16.62,16.3,42
1701,2MASS J00430762+4138264,1364.42,0,2009ApJ...703..441D,,14.901,14.46,14.146,3
1678,2MASS J00430889+4105380,687.84,0,2009ApJ...703..441D,,14.14,13.79,13.47,5
2497,2MASS J00430986+4119006,335.75,0,2009ApJ...703..441D,19.64,19.13,18.1,17.07,32
2498,2MASS J00430986+4119006,335.75,60,2008A&A...480..599S,19.64,19.13,18.1,17.07,32
2499,2MASS J00430986+4119006,335.75,100,2007AJ....134..706K,19.64,19.13,18.1,17.07,32
2500,2MASS J00430986+4119006,335.75,100,2010MNRAS.402..803P,19.64,19.13,18.1,17.07,32
2501,2MASS J00430986+4119006,335.75,100,2016ApJ...824...42C,19.64,19.13,18.1,17.07,32
1785,2MASS J00431086+4116418,301.09,0,2009ApJ...703..441D,,16.03,15.41,,2
5380,2MASS J00431130+4144239,1723.47,75,2003AJ....126..175B,,17.38,17.05,,1
4296,2MASS J00431239+4137470,1337.39,75,2003AJ....126..175B,21.081,21.33,19.358,17.81,5
4297,2MASS J00431239+4137470,1337.39,75,2009ApJ...703..420M,21.081,21.33,19.358,17.81,5
5381,2MASS J00431344+4150445,2102.67,75,2003AJ....126..175B,21.892,20.905,18.938,17.973,4
5382,2MASS J00431344+4150445,2102.67,100,2009ApJ...703..420M,21.892,20.905,18.938,17.973,4
1702,2MASS J00431461+4134096,1134.53,0,2009ApJ...703..441D,,14.752,14.365,14.08,3
794,2MASS J00431464+4125133,643.89,100,2008A&A...480..599S,19.31,18.08,17.35,16.53,36
795,2MASS J00431464+4125133,643.89,100,2009AJ....137...94C,19.31,18.08,17.35,16.53,36
796,2MASS J00431464+4125133,643.89,100,2010MNRAS.402..803P,19.31,18.08,17.35,16.53,36
797,2MASS J00431464+4125133,643.89,100,2016ApJ...824...42C,19.31,18.08,17.35,16.53,36
3007,2MASS J00431488+4158429,2578.23,0,2009AJ....137...94C,,19.47,17.89,17.06,5
1679,2MASS J00431521+4104153,793.01,0,2009ApJ...703..441D,,14.657,14.15,13.758,4
168,2MASS J00431541+4111251,450.29,100,2008A&A...480..599S,17.27,17.14,16.3,15.82,53
169,2MASS J00431541+4111251,450.29,100,2009AJ....137...94C,17.27,17.14,16.3,15.82,53
170,2MASS J00431541+4111251,450.29,100,2010MNRAS.402..803P,17.27,17.14,16.3,15.82,53
171,2MASS J00431541+4111251,450.29,100,2012ApJ...752...95J,17.27,17.14,16.3,15.82,53
172,2MASS J00431541+4111251,450.29,100,2016ApJ...824...42C,17.27,17.14,16.3,15.82,53
6329,2MASS J00431591+4130329,935.62,50,2007AJ....134..706K,21.2,20.28,18.75,17.86,6
6330,2MASS J00431591+4130329,935.62,100,2016ApJ...824...42C,21.2,20.28,18.75,17.86,6
4304,2MASS J00431895+4141591,1599.63,0,2009ApJ...703..441D,,18.34,17.64,,2
6331,2MASS J00432141+4023562,3159.52,0,2010MNRAS.402..803P,,,,,3
6332,2MASS J00432141+4023562,3159.52,50,2007AJ....134..706K,,,,,3
2425,2MASS J00432235+4110283,547.08,75,2009ApJ...703..420M,21.949,21.153,19.222,18.323,3
2427,2MASS J00432517+4106058,757.92,75,2009ApJ...703..420M,22.338,21.989,19.979,18.576,4
4312,2MASS J00432641+4138168,1411.08,75,2003AJ....126..175B,21.405,21.169,18.978,17.944,5
4313,2MASS J00432641+4138168,1411.08,75,2009ApJ...703..420M,21.405,21.169,18.978,17.944,5
2429,2MASS J00432869+4108164,687.52,75,2009ApJ...703..420M,,21.75,19.812,18.754,4
805,2MASS J00433010+4114369,524.13,0,2009AJ....137...94C,17.96,17.6,16.74,,12
3042,2MASS J00433257+4141434,1628.91,0,2009ApJ...703..441D,,14.409,13.737,13.467,3
2617,2MASS J00433260+4109092,686.81,60,2008A&A...480..599S,,11.58,10.8,,5
5581,2MASS J00433418+4143383,1743.3,100,2007AJ....134..706K,19.84,19.42,18.65,18.2,4
1300,2MASS J00433667+4108121,758.18,100,2008A&A...480..599S,16.76,16.36,15.42,14.82,60
1301,2MASS J00433667+4108121,758.18,100,2009AJ....137...94C,16.76,16.36,15.42,14.82,60
1302,2MASS J00433667+4108121,758.18,100,2010MNRAS.402..803P,16.76,16.36,15.42,14.82,60
1303,2MASS J00433667+4108121,758.18,100,2016ApJ...824...42C,16.76,16.36,15.42,14.82,60
1391,2MASS J00433768+4110407,684.69,90,2004yCat.2250....0S,,,16.3,,4
9551,2MASS J00433797+4145405,1872.59,75,2009ApJ...703..420M,,21.811,19.98,18.901,3
3043,2MASS J00434022+4144431,1826.94,0,2009ApJ...703..441D,,15.252,14.76,14.578,3
9241,2MASS J00434118+4200578,2764.7,0,2009ApJ...703..441D,,17.63,16.33,,2
1859,2MASS J00434183+4111120,713.03,100,2006AJ....131.2478M,17.242,18.002,17.547,17.14,10
1860,2MASS J00434183+4111120,713.03,100,2014ApJ...790...48H,17.242,18.002,17.547,17.14,10
2168,2MASS J00434275+4114425,664.2,100,2009ApJ...703..420M,,22.373,19.935,18.501,5
2432,2MASS J00434619+4115149,699.39,75,2009ApJ...703..420M,23.277,21.471,19.066,17.722,4
9566,2MASS J00434709+4115101,710.04,75,2009ApJ...703..420M,,22.009,19.956,18.849,3
2433,2MASS J00434732+4112036,751.18,75,2009ApJ...703..420M,,22.119,19.519,18.029,3
2434,2MASS J00434756+4110284,789.76,75,2009ApJ...703..420M,,21.901,19.739,18.474,4
4335,2MASS J00434803+4131178,1158.71,75,2003AJ....126..175B,,22.86,22.15,,2
835,2MASS J00434857+4042368,2138.12,100,2009AJ....137...94C,18.35,18.047,17.401,16.747,31
836,2MASS J00434857+4042368,2138.12,100,2010MNRAS.402..803P,18.35,18.047,17.401,16.747,31
837,2MASS J00434857+4042368,2138.12,100,2016ApJ...824...42C,18.35,18.047,17.401,16.747,31
2435,2MASS J00435235+4110166,843.83,75,2009ApJ...703..420M,22.967,21.572,19.653,18.609,4
4351,2MASS J00435393+4152017,2291.65,75,2009ApJ...703..420M,,21.447,19.367,18.327,4
2437,2MASS J00435450+4111082,846.33,100,2009ApJ...703..420M,,22.09,19.913,18.561,4
5919,2MASS J00435510+4129078,1115.13,75,2007AJ....134..706K,,,,,2
4354,2MASS J00435619+4137171,1505.28,100,2009ApJ...703..420M,21.3,21.303,19.418,18.346,4
1872,2MASS J00435642+4122027,886.55,90,2009ApJ...703..441D,16.98,16.67,15.68,15.17,50
1873,2MASS J00435642+4122027,886.55,100,2008A&A...480..599S,16.98,16.67,15.68,15.17,50
1874,2MASS J00435642+4122027,886.55,100,2009A&A...495..733S,16.98,16.67,15.68,15.17,50
1875,2MASS J00435642+4122027,886.55,100,2009AJ....137...94C,16.98,16.67,15.68,15.17,50
1876,2MASS J00435642+4122027,886.55,100,2010MNRAS.402..803P,16.98,16.67,15.68,15.17,50
1877,2MASS J00435642+4122027,886.55,100,2016ApJ...824...42C,16.98,16.67,15.68,15.17,50
4361,2MASS J00435839+4121583,905.1,0,2009ApJ...703..441D,,19.29,18.43,,2
9567,2MASS J00435962+4126191,1045.52,75,2009ApJ...703..420M,22.226,21.232,19.378,18.338,3
4374,2MASS J00440280+4149217,2180.34,100,2009ApJ...703..420M,21.099,21.635,19.836,18.859,4
5384,2MASS J00440351+4142078,1796.15,75,2003AJ....126..175B,,20.38,,,1
9568,2MASS J00440574+4115518,918.04,100,2009ApJ...703..420M,22.329,21.652,19.699,18.546,2
2167,2MASS J00440660+4115363,928.13,75,2009ApJ...703..420M,,22.413,19.909,18.402,3
5929,2MASS J00440790+4147023,2078.74,75,2007AJ....134..706K,17.87,,,,4
9570,2MASS J00441264+4139476,1732.74,75,2009ApJ...703..420M,,21.818,19.856,18.671,3
4402,2MASS J00441451+4154454,2529.23,75,2009ApJ...703..420M,,21.701,19.786,18.663,4
1985,2MASS J00441542+4134089,1489.87,75,2003AJ....126..175B,21.649,21.535,19.54,18.526,6
1986,2MASS J00441542+4134089,1489.87,100,2006AJ....131.2478M,21.649,21.535,19.54,18.526,6
1987,2MASS J00441542+4134089,1489.87,100,2009ApJ...703..420M,21.649,21.535,19.54,18.526,6
2590,2MASS J00441622+4116451,1036.62,0,2009ApJ...703..441D,,14.43,13.91,13.565,4
6362,2MASS J00441740+4149173,2247.49,25,2009AJ....137...94C,,,18.65,,3
6363,2MASS J00441740+4149173,2247.49,50,2007AJ....134..706K,,,18.65,,3
4417,2MASS J00442049+4146503,2135.98,75,2003AJ....126..175B,,21.723,19.766,18.68,5
4418,2MASS J00442049+4146503,2135.98,100,2009ApJ...703..420M,,21.723,19.766,18.68,5
5276,2MASS J00442053+4149559,2297.71,10,2003AJ....126..175B,,16.97,16.67,,1
1931,2MASS J00442237+4138505,1753.1,90,2003AJ....126..175B,,18.68,17.8,,5
9571,2MASS J00442316+4121079,1153.33,100,2009ApJ...703..420M,,21.703,19.756,18.607,3
4426,2MASS J00442350+4150263,2340.52,90,2003AJ....126..175B,,22.37,21.17,,3
4427,2MASS J00442350+4150263,2340.52,100,2015MNRAS.451..724W,,22.37,21.17,,3
2123,2MASS J00442363+4122169,1178.15,100,2009ApJ...703..420M,,21.947,19.629,18.407,4
2121,2MASS J00442481+4123278,1214.55,75,2009ApJ...703..420M,21.484,20.65,18.801,17.738,4
2124,2MASS J00442495+4123222,1213.84,100,2009ApJ...703..420M,,22.092,19.98,18.482,4
1992,2MASS J00442521+4132110,1488.83,100,2009ApJ...703..420M,,21.967,19.978,18.705,4
4433,2MASS J00442526+4155163,2607.52,100,2009ApJ...703..420M,,21.688,19.626,18.505,3
1960,2MASS J00442575+4136594,1693.53,100,2009ApJ...703..420M,21.478,21.451,19.4,18.398,4
4446,2MASS J00442845+4151306,2423.57,75,2003AJ....126..175B,,20.696,18.272,16.899,5
4447,2MASS J00442845+4151306,2423.57,75,2009ApJ...703..420M,,20.696,18.272,16.899,5
2122,2MASS J00443046+4124356,1298.81,100,2009ApJ...703..420M,22.058,21.629,19.538,18.16,4
4597,2MASS J00443054+4152055,2465.28,90,2003AJ....126..175B,,20.17,20.73,,2
4232,2MASS J00443164+4156289,2704.13,75,2009ApJ...703..420M,22.247,21.09,,17.695,4
9572,2MASS J00443226+4151581,2468.32,75,2009ApJ...703..420M,,22.05,19.983,18.583,3
5385,2MASS J00443372+4152241,2499.12,75,2003AJ....126..175B,19.156,18.375,17.277,16.715,4
5386,2MASS J00443372+4152241,2499.12,100,2006AJ....131.2478M,19.156,18.375,17.277,16.715,4
1708,2MASS J00443421+4121167,1276.11,0,2009ApJ...703..441D,,15.34,14.225,13.609,3
6381,2MASS J00443754+4208497,3406.92,50,2007AJ....134..706K,,,,,2
5387,2MASS J00443857+4143355,2088.87,75,2003AJ....126..175B,,,20.61,,1
1709,2MASS J00443971+4126164,1434.94,0,2009ApJ...703..441D,,14.57,14.27,13.85,3
5389,2MASS J00444222+4151227,2495.12,75,2003AJ....126..175B,,21.105,19.18,18.212,3
5390,2MASS J00444222+4151227,2495.12,100,2009ApJ...703..420M,,21.105,19.18,18.212,3
9573,2MASS J00444253+4126286,1468.76,75,2009ApJ...703..420M,,21.427,19.524,18.48,3
5964,2MASS J00444289+4125058,1439.72,25,2009AJ....137...94C,,,,,3
5965,2MASS J00444289+4125058,1439.72,75,2007AJ....134..706K,,,,,3
4474,2MASS J00444289+4133261,1690.26,25,2009AJ....137...94C,18.37,,17.78,,8
4475,2MASS J00444289+4133261,1690.26,75,2007AJ....134..706K,18.37,,17.78,,8
4476,2MASS J00444289+4133261,1690.26,75,2010MNRAS.402..803P,18.37,,17.78,,8
4484,2MASS J00444706+4128014,1555.3,100,2009ApJ...703..420M,,21.887,19.34,17.94,3
3012,2MASS J00444738+4151569,2555,0,2009AJ....137...94C,,17.28,16.55,,5
1961,2MASS J00444773+4130498,1645.33,75,2009ApJ...703..420M,,22.091,19.769,18.251,6
4487,2MASS J00444923+4139340,1987.43,75,2003AJ....126..175B,,23.11,21.11,,2
4491,2MASS J00444979+4152103,2580.78,75,2003AJ....126..175B,,18.21,17.67,,2
9574,2MASS J00445296+4154076,2698.51,75,2009ApJ...703..420M,,21.777,19.663,18.384,3
2591,2MASS J00445430+4132529,1774.63,0,2009ApJ...703..441D,,13.18,12.954,12.724,4
4505,2MASS J00445449+4130074,1688.62,75,2009ApJ...703..420M,,21.827,19.668,18.296,4
4509,2MASS J00445787+4154046,2725.79,75,2009ApJ...703..420M,,21.685,19.574,18.372,4
4510,2MASS J00445805+4130539,1746.46,75,2009ApJ...703..420M,22.162,22.078,19.364,18.087,4
4517,2MASS J00450251+4129265,1748.49,100,2009ApJ...703..420M,,20.668,18.566,17.506,4
2892,2MASS J00450380+4137366,2030.11,100,2006AJ....131.2478M,21.442,21.449,19.885,18.494,3
5996,2MASS J00450588+4041077,2641.48,0,2010MNRAS.402..803P,,,,,2
5997,2MASS J00450588+4041077,2641.48,75,2007AJ....134..706K,,,,,2
4525,2MASS J00450786+4131088,1849.62,75,2009ApJ...703..420M,,21.335,19.142,18.012,4
4526,2MASS J00450788+4134271,1953.65,100,2009ApJ...703..420M,,21.955,19.999,18.726,3
3397,2MASS J00450929+4202393,3230.06,0,2009AJ....137...94C,19.39,19.3,17.25,16.18,12
2891,2MASS J00450932+4136328,2039.62,100,2006AJ....131.2478M,,21.126,19.429,18.318,3
2809,2MASS J00450959+4127292,1771.78,0,2009ApJ...703..441D,,15.41,14.73,,3
9575,2MASS J00450975+4146509,2462.8,75,2009ApJ...703..420M,,21.579,19.433,18.36,3
3296,2MASS J00450988+4138436,2125.25,100,2006AJ....131.2478M,,21.334,19.139,18.002,6
3297,2MASS J00450988+4138436,2125.25,100,2009ApJ...703..420M,,21.334,19.139,18.002,6
2824,2MASS J00451146+4131547,1907.42,0,2009ApJ...703..441D,,14.44,13.474,12.91,4
2889,2MASS J00451278+4135598,2051.54,75,2009ApJ...703..420M,,21.856,19.77,18.537,4
2836,2MASS J00451490+4137348,2126.9,75,2009ApJ...703..420M,,21.816,19.545,17.765,6
4537,2MASS J00451493+4146256,2483.05,100,2009ApJ...703..420M,,21.631,19.689,18.552,4
6408,2MASS J00451536+4147403,2541.48,50,2007AJ....134..706K,,,,,2
4548,2MASS J00452065+4147171,2564.62,75,2009ApJ...703..420M,,20.813,18.136,16.583,4
9576,2MASS J00452244+4145127,2489.96,75,2009ApJ...703..420M,,21.559,19.558,18.269,2
6415,2MASS J00452263+4219186,4184.1,50,2007AJ....134..706K,,,,,2
2918,2MASS J00452687+4126135,1928.42,0,2016ApJ...825...50G,,19.2,18.45,,3
2919,2MASS J00452687+4126135,1928.42,75,2009ApJ...703..441D,,19.2,18.45,,3
4565,2MASS J00452729+4132544,2091.64,50,2007AJ....134..706K,,,,,8
4566,2MASS J00452729+4132544,2091.64,75,2010MNRAS.402..803P,,,,,8
3464,2MASS J00452886+4138275,2284.22,100,2006AJ....131.2478M,,22.015,20.161,18.906,2
2652,2MASS J00452904+4120379,1875.61,0,2009AJ....137...94C,,,18.5,,9
2653,2MASS J00452904+4120379,1875.61,0,2010MNRAS.402..803P,,,18.5,,9
4573,2MASS J00453111+4148254,2694.95,75,2009ApJ...703..420M,,22.318,19.915,18.187,4
4576,2MASS J00453140+4134002,2164.11,100,2009ApJ...703..420M,,21.719,19.673,18.644,4
4577,2MASS J00453157+4138000,2293.11,75,2009ApJ...703..420M,,21.449,19.216,18.02,4
6426,2MASS J00453174+4128309,2025.84,50,2007AJ....134..706K,,,,,3
2813,2MASS J00453355+4132320,2143.51,0,2009ApJ...703..441D,,15.37,14.559,14.044,3
3294,2MASS J00453481+4138434,2347.59,0,2009ApJ...703..441D,,13.94,13.47,13.24,4
6012,2MASS J00453695+4144183,2572.76,25,2009AJ....137...94C,,,16.7,,3
6013,2MASS J00453695+4144183,2572.76,75,2007AJ....134..706K,,,16.7,,3
5650,2MASS J00454082+4039514,2954.87,100,2007AJ....134..706K,19.79,19.26,18.42,17.92,3
4591,2MASS J00454215+4153475,3014.74,75,2009ApJ...703..420M,22.057,20.256,18.412,17.456,4
2814,2MASS J00454714+4134521,2343.62,0,2009ApJ...703..441D,,15.28,14.61,,3
6524,2MASS J00454977+4131200,2277.54,0,2009ApJ...703..441D,,16.44,15.77,,2
3246,2MASS J00460432+4144492,2830.41,75,2009ApJ...703..420M,,21.691,19.707,18.34,4
2623,2MASS J00460641+4120503,2294.06,0,2009AJ....137...94C,,16.61,15.72,,6
3258,2MASS J00461119+4142132,2802.7,0,2009ApJ...703..441D,,14.53,14.055,13.732,3
3245,2MASS J00462090+4155455,3399.64,75,2009ApJ...703..420M,,21.691,19.761,18.645,4
2708,2MASS J00462418+4030110,3716.75,0,2009AJ....137...94C,,17.82,16.72,,11
3467,2MASS J00462582+4210115,4083.03,100,2006AJ....131.2478M,22.717,20.962,19.075,18.206,5
3468,2MASS J00462582+4210115,4083.03,100,2009ApJ...703..420M,22.717,20.962,19.075,18.206,5
3469,2MASS J00462751+4209507,4078.41,100,2006AJ....131.2478M,,21.355,19.522,18.581,5
3470,2MASS J00462751+4209507,4078.41,100,2009ApJ...703..420M,,21.355,19.522,18.581,5
3466,2MASS J00463147+4211329,4186.14,75,2009ApJ...703..420M,,22.188,19.95,18.453,3
3471,2MASS J00463399+4211094,4184.71,75,2009ApJ...703..420M,,21.612,19.593,18.583,4
3474,2MASS J00463494+4209535,4132.39,75,2009ApJ...703..420M,22.699,21.853,19.947,19.017,3
3465,2MASS J00463562+4213555,4327.42,75,2009ApJ...703..420M,23.602,21.88,19.989,19.105,3
3461,2MASS J00463658+4212531,4284.4,75,2009ApJ...703..420M,22.49,21.522,19.835,18.923,3
3421,2MASS J00463817+4200087,3721.38,75,2009ApJ...703..420M,,21.884,19.656,18.213,4
3476,2MASS J00463997+4211545,4261.48,100,2006AJ....131.2478M,22.854,21.752,19.574,18.515,5
3477,2MASS J00463997+4211545,4261.48,100,2009ApJ...703..420M,22.854,21.752,19.574,18.515,5
3460,2MASS J00464010+4213258,4334.19,75,2009ApJ...703..420M,,21.635,19.703,18.665,3
6053,2MASS J00470036+4045279,3432.23,0,2010MNRAS.402..803P,,,,,2
6054,2MASS J00470036+4045279,3432.23,75,2007AJ....134..706K,,,,,2
3206,2MASS J00470094+4154445,3695.5,100,2009AJ....137...94C,18.04,17.45,16.8,16.33,18
3207,2MASS J00470094+4154445,3695.5,100,2010MNRAS.402..803P,18.04,17.45,16.8,16.33,18
3457,2MASS J00480687+4159346,4457.96,0,2009ApJ...703..441D,,13.65,13.234,,2
6081,2MASS J00483067+4155293,4546.63,75,2007AJ....134..706K,,,,,2
6086,2MASS J00483670+4139084,4194.8,75,2007AJ....134..706K,,,,,2
2854,2MASS J00493841+4045003,5045.01,0,2010MNRAS.402..803P,19.71,18.72,18.08,17.29,7
6515,2MASS J00510870+4211274,6549.66,50,2007AJ....134..706K,,,,,2
373,2MASSI J0042094+411745,404.67,60,2008A&A...480..599S,,,17,,23
374,2MASSI J0042094+411745,404.67,100,2009AJ....137...94C,,,17,,23
375,2MASSI J0042094+411745,404.67,100,2010MNRAS.402..803P,,,17,,23
376,2MASSI J0042094+411745,404.67,100,2016ApJ...824...42C,,,17,,23
2463,2MASSI J0043372+411443,603.06,100,2008A&A...480..599S,16.91,16.48,15.58,14.98,69
2464,2MASSI J0043372+411443,603.06,100,2009AJ....137...94C,16.91,16.48,15.58,14.98,69
2465,2MASSI J0043372+411443,603.06,100,2010MNRAS.402..803P,16.91,16.48,15.58,14.98,69
2466,2MASSI J0043372+411443,603.06,100,2016ApJ...824...42C,16.91,16.48,15.58,14.98,69
4148,2MASX J00302731+4136193,8375.57,100,2010MNRAS.402..803P,,,16.31,,21
4149,2MASX J00302731+4136193,8375.57,100,2016ApJ...824...42C,,,16.31,,21
18,2MASX J00342097+4128176,5712.89,100,2009AJ....137...94C,18.46,18.043,17.137,16.571,21
19,2MASX J00342097+4128176,5712.89,100,2010MNRAS.402..803P,18.46,18.043,17.137,16.571,21
37,2MASX J00345529+4132263,5367.17,100,2009AJ....137...94C,18.93,18.43,17.36,16.74,8
3059,2MASX J00350474+4235316,6999.73,0,2009AJ....137...94C,,17.53,16.72,,13
38,2MASX J00351301+4129073,5139.22,75,2010MNRAS.402..803P,19.5,19.16,18.12,17.41,8
